ID,FQA_USDASymbol,FQA_USDASymbolOrigin,FQA_Family,FQA_SciName_withAuthority,FQA_SciName_noAuthority,FQA_Genus,FQA_Species,FQA_Trinomial,FQA_C-Value2020,FQA_C-Value2020_Numeric,FQA_NativeStatus,CONox_Status,AW_WetIndicator,GP_WetIndicator,WMVC_WetIndicator,CNHP_Tracked,CNHP_GRank,CNHP_SRank,CPW_DuckFoodValue,USDA_MajorGroup,USDA_Category,USDA_GrowthHabitSimple,USDA_GrowthHabitFull,USDA_GrowthHabitDuration_Origin,USDA_Duration,USDA_GrowthForm,USDA_GrowthRate,USDA_DroughtTolerance,USDA_ShadeTolerance,USDA_BloomPeriod,Invasiveness,IRank,IRank_Score,FQA_NameOrigin,National_USDASymbol,National_Family,National_SciName_noAuthority,Ack_Family,Ack_SciName_noAuthority,Weber2001_Family,Weber2001_SciName_no Authority,Weber2012_Family,Weber2012_SciName_no Authority,IRank_GName,National_NativeStatus,Ack_NativeStatus,Weber2001_NativeStatus,ITIS_NativeStatus,BONAP_NativeStatus,BONAP_Override,IRank_MixedOrigin,FQA_C-Value2006
1225,"CYWH","FQA_SciName","Cactaceae","Cylindropuntia whipplei (Engelm. & Bigelow) F.M. Knuth","Cylindropuntia whipplei","Cylindropuntia","whipplei"," ","5",5,"Native",,,,,,,,"NO","Angiosperms","Dicot","Shrub","Shrub",,"Perennial",,,,,,,,,"Ackerfield 2015","CYWH","Cactaceae","Cylindropuntia whipplei","Cactaceae","Cylindropuntia whipplei","Cactaceae","Cylindropuntia whipplei","Cactaceae","Cylindropuntia whipplei",,"Native","Native","Native","Native","Native",,,"5"
1226,"CYMBA","FQA_SciName","Plantaginaceae","Cymbalaria Hill","Cymbalaria","Cymbalaria",,,"0",0,"Non-native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,"CYMU","FQA_SciName","Plantaginaceae","Cymbalaria muralis G. Gaertn., B. Mey. & Scherb.","Cymbalaria muralis","Cymbalaria","muralis"," ","0",0,"Non-native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Annual",,,,,,,,,"USDA PLANTS","CYMU","Scrophulariaceae","Cymbalaria muralis",,,"Plantaginaceae","Cymbalaria muralis","Plantaginaceae","Cymbalaria muralis","Cymbalaria muralis","Introduced",,"Non-native","Introduced","Exotic",,,"0"
1243,"CYMOP2","FQA_SciName","Apiaceae","Cymopterus Raf.","Cymopterus","Cymopterus",,,,,"Native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,"CYAC","FQA_SciName","Apiaceae","Cymopterus acaulis (Pursh) Raf.","Cymopterus acaulis","Cymopterus","acaulis"," ","6",6,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","CYAC","Apiaceae","Cymopterus acaulis","Apiaceae","Cymopterus acaulis","Apiaceae","Cymopterus acaulis","Apiaceae","Cymopterus acaulis",,"Native","Native","Native","Native","Native",,,"6"
1229,"CYAL9","FQA_SciName","Apiaceae","Cymopterus alpinus A. Gray","Cymopterus alpinus","Cymopterus","alpinus"," ","10",10,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","ORAL","Apiaceae","Oreoxis alpina","Apiaceae","Cymopterus alpinus","Apiaceae","Oreoxis alpina","Apiaceae","Oreoxis alpina",,"Native","Native","Native","Native","Native",,,"10"
1230,"CYAN8","FQA_SciName","Apiaceae","Cymopterus anisatus A. Gray","Cymopterus anisatus","Cymopterus","anisatus"," ","6",6,"Native",,,,,"Watch List","G3G4","S3S4","NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","ALAN3","Apiaceae","Aletes anisatus","Apiaceae","Cymopterus anisatus","Apiaceae","Aletes anisatus","Apiaceae","Aletes anisatus",,"Native","Native","Native","Native","Native",,,"6"
1231,"CYBA8","FQA_SciName","Apiaceae","Cymopterus bakeri (J.M. Coult. & Rose) M.E. Jones","Cymopterus bakeri","Cymopterus","bakeri"," ","10",10,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","ORBA","Apiaceae","Oreoxis bakeri","Apiaceae","Cymopterus bakeri","Apiaceae","Oreoxis bakeri","Apiaceae","Oreoxis bakeri",,"Native","Native","Native","Native","Native",,,"10"
1232,"CYBU","FQA_SciName","Apiaceae","Cymopterus bulbosus A. Nelson","Cymopterus bulbosus","Cymopterus","bulbosus"," ","5",5,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","CYBU","Apiaceae","Cymopterus bulbosus","Apiaceae","Cymopterus bulbosus","Apiaceae","Cymopterus bulbosus","Apiaceae","Cymopterus bulbosus",,"Native","Native","Native","Native","Native",,,"5"
1233,"CYCO22","FQA_SciName","Apiaceae","Cymopterus constancei R.L. Hartm.","Cymopterus constancei","Cymopterus","constancei"," ","7",7,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","CYCO22","Apiaceae","Cymopterus constancei","Apiaceae","Cymopterus constancei","Apiaceae","Cymopterus constancei","Apiaceae","Cymopterus constancei",,"Native","Native","Native","Native","Native",,,"Not Assigned"
1234,"CYDU","FQA_SciName","Apiaceae","Cymopterus duchesnensis M.E. Jones","Cymopterus duchesnensis","Cymopterus","duchesnensis"," ","8",8,"Native",,,,,"Yes","G3","S1","NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","CYDU","Apiaceae","Cymopterus duchesnensis","Apiaceae","Cymopterus duchesnensis","Apiaceae","Cymopterus duchesnensis","Apiaceae","Cymopterus duchesnensis",,"Native","Native","Native","Native","Native",,,"Not Assigned"
1235,"CYFE","FQA_SciName","Apiaceae","Cymopterus fendleri A. Gray","Cymopterus fendleri","Cymopterus","fendleri"," ","7",7,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","CYACF","Apiaceae","Cymopterus acaulis var. fendleri","Apiaceae","Cymopterus fendleri","Apiaceae","Cymopterus fendleri","Apiaceae","Cymopterus fendleri",,"Native","Native","Native","Native","Native",,,"Not Assigned"
1236,"ORHU","National_SciName","Apiaceae","Cymopterus humilis (Raf.) Tidestr. & Kittell","Cymopterus humilis","Cymopterus","humilis"," ","6",6,"Native",,,,,"Yes","G1","S1","NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","ORHU","Apiaceae","Oreoxis humilis","Apiaceae","Cymopterus humilis","Apiaceae","Oreoxis humilis","Apiaceae","Oreoxis humilis",,"Native","Native","Native","Native","Native",,,"6"
1237,"CYLE6","FQA_SciName","Apiaceae","Cymopterus lemmonii (J.M. Coult. & Rose) Dorn","Cymopterus lemmonii","Cymopterus","lemmonii"," ","6",6,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","PSMO","Apiaceae","Pseudocymopterus montanus","Apiaceae","Cymopterus lemmonii","Apiaceae","Pseudocymopterus montanus","Apiaceae","Pseudocymopterus montanus",,"Native","Native","Native","Native","Native",,,"6"
1238,"CYLO10","FQA_SciName","Apiaceae","Cymopterus longilobus (Rydb.) W.A. Weber","Cymopterus longilobus","Cymopterus","longilobus"," ","Not Assigned",,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","PTHE","Apiaceae","Pteryxia hendersonii","Apiaceae","Cymopterus longilobus","Apiaceae","Cymopterus longilobus",,,,"Native","Native","Native","Native","Native",,,"Not Assigned"
1239,"CYMO","FQA_SciName","Apiaceae","Cymopterus montanus Nutt. ex Torr. & A. Gray","Cymopterus montanus","Cymopterus","montanus"," ","6",6,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","CYMO","Apiaceae","Cymopterus montanus","Apiaceae","Cymopterus montanus","Apiaceae","Cymopterus montanus","Apiaceae","Cymopterus montanus",,"Native","Native","Native","Native","Native",,,"6"
1240,"CYPE9","FQA_SciName","Apiaceae","Cymopterus petraeus M.E. Jones","Cymopterus petraeus","Cymopterus","petraeus"," ","9",9,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","PTPE","Apiaceae","Pteryxia petraea","Apiaceae","Cymopterus petraeus","Apiaceae","Aletes petraeus","Apiaceae","Aletes petraeus",,"Native","Native","Native","Native","Native",,,"Not Assigned"
1241,"CYPL","FQA_SciName","Apiaceae","Cymopterus planosus (Osterh.) Mathias","Cymopterus planosus","Cymopterus","planosus"," ","6",6,"Native",,,,,"Watch List","G3G4","S3S4","NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","CYPL","Apiaceae","Cymopterus planosus","Apiaceae","Cymopterus planosus","Apiaceae","Cymopterus planosus","Apiaceae","Cymopterus planosus",,"Native","Native","Native","Native","Native",,,"6"
1242,"CYPU2","FQA_SciName","Apiaceae","Cymopterus purpureus S. Watson","Cymopterus purpureus","Cymopterus","purpureus"," ","5",5,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","CYPU2","Apiaceae","Cymopterus purpureus","Apiaceae","Cymopterus purpureus","Apiaceae","Cymopterus purpureus","Apiaceae","Cymopterus purpureus",,"Native","Native","Native","Native","Native",,,"5"
1244,"ALSE5","National_SciName","Apiaceae","Cymopterus sessiliflorus (W.L. Theob. & C.C. Tesng) R.L. Hartm.","Cymopterus sessiliflorus","Cymopterus","sessiliflorus"," ","10",10,"Native",,,,,"Yes","G3","S1","NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","ALSE5","Apiaceae","Aletes sessiliflorus","Apiaceae","Cymopterus sessiliflorus","Apiaceae","Aletes sessiliflorus","Apiaceae","Aletes sessiliflorus",,"Native","Native","Native","Native","Native",,,"10"
1245,"PTTEA","National_SciName","Apiaceae","Cymopterus terebinthus (Hook.) Torr. & A. Gray var. albiflorus (Torr. & A. Gray) M.E. Jones","Cymopterus terebinthus var. albiflorus","Cymopterus","terebinthus","var. albiflorus","Not Assigned",,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","PTTEA","Apiaceae","Pteryxia terebinthina var. albiflora","Apiaceae","Cymopterus terebinthus var. albiflorus","Apiaceae","Cymopterus terebinthinus var. calcareus","Apiaceae","Cymopterus terebinthinus var. calcareus",,"Native","Native","Native","Native","Native",,,"Not Assigned"
1247,"CYNOD","FQA_SciName","Poaceae","Cynodon Rich.","Cynodon","Cynodon",,,"0",0,"Non-native",,,,,,,,,"Angiosperms","Monocot","Graminoid","Graminoid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,"CYDA","FQA_SciName","Poaceae","Cynodon dactylon (L.) Pers.","Cynodon dactylon","Cynodon","dactylon"," ","0",0,"Non-native",,"FACU","FACU","FACU",,,,"NO","Angiosperms","Monocot","Graminoid","Graminoid",,"Perennial","Stoloniferous","Rapid","Medium","Intolerant","Mid Spring",2,"Medium/Low",4,"Ackerfield 2015","CYDA","Poaceae","Cynodon dactylon","Poaceae","Cynodon dactylon","Poaceae","Cynodon dactylon","Poaceae","Cynodon dactylon","Cynodon dactylon","Introduced","Introduced","Non-native","Introduced","Exotic",,,"0"
1248,"CYNOG","FQA_SciName","Boraginaceae","Cynoglossum L.","Cynoglossum","Cynoglossum",,,"0",0,"Non-native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,"CYOF","FQA_SciName","Boraginaceae","Cynoglossum officinale L.","Cynoglossum officinale","Cynoglossum","officinale"," ","0",0,"Non-native","List B","FACU","FACU","FACU",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Biennial",,,,,,4,"Medium/Low",4,"Ackerfield 2015","CYOF","Boraginaceae","Cynoglossum officinale","Boraginaceae","Cynoglossum officinale","Boraginaceae","Cynoglossum officinale","Boraginaceae","Cynoglossum officinale","Cynoglossum officinale","Introduced","Introduced","Non-native","Introduced","Exotic",,,"0"
4270,"CYPERA","FQA_SciName","Cyperaceae","Cyperaceae","Cyperaceae",,,,,,,,,,,,,,,"Angiosperms","Monocot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,"CYPER","FQA_SciName","Cyperaceae","Cyperus L.","Cyperus","Cyperus",,,,,"Native",,,,,,,,,"Angiosperms","Monocot","Graminoid","Graminoid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,"CYAC2","FQA_SciName","Cyperaceae","Cyperus acuminatus Torr. & Hook. ex Torr.","Cyperus acuminatus","Cyperus","acuminatus"," ","4",4,"Native",,"OBL","OBL","OBL",,,,"MEDIUM","Angiosperms","Monocot","Graminoid","Graminoid",,"Annual, Perennial","Bunch","Rapid","None","Intermediate","Late Spring",,,,"Ackerfield 2015","CYAC2","Cyperaceae","Cyperus acuminatus","Cyperaceae","Cyperus acuminatus","Cyperaceae","Cyperus acuminatus","Cyperaceae","Cyperus acuminatus",,"Native","Native","Native","Native","Native",,,"Not Assigned"
1251,"CYBI6","FQA_SciName","Cyperaceae","Cyperus bipartitus Torr.","Cyperus bipartitus","Cyperus","bipartitus"," ","10",10,"Native",,"OBL","FACW","OBL",,,,"MEDIUM","Angiosperms","Monocot","Graminoid","Graminoid",,"Annual","Bunch","Rapid","Low","Intolerant","Mid Summer",,,,"Ackerfield 2015","CYBI6","Cyperaceae","Cyperus bipartitus","Cyperaceae","Cyperus bipartitus","Cyperaceae","Cyperus rivularis","Cyperaceae","Cyperus bipartitus",,"Native","Native","Native","Native","Native",,,"10"
1252,"CYER2","FQA_SciName","Cyperaceae","Cyperus erythrorhizos Muhl.","Cyperus erythrorhizos","Cyperus","erythrorhizos"," ","2",2,"Native",,"OBL","OBL","OBL",,,,"HIGH","Angiosperms","Monocot","Graminoid","Graminoid",,"Annual, Perennial","Bunch","Rapid","Medium","Intolerant","Mid Summer",,,,"Ackerfield 2015","CYER2","Cyperaceae","Cyperus erythrorhizos","Cyperaceae","Cyperus erythrorhizos","Cyperaceae","Cyperus erythrorhizus","Cyperaceae","Cyperus erythrorhizus",,"Native","Introduced","Non-native","Native","Native",,,"0"
1253,"CYES","FQA_SciName","Cyperaceae","Cyperus esculentus L.","Cyperus esculentus","Cyperus","esculentus"," ","1",1,"Native","List B","FACW","FACW","FAC",,,,"HIGH","Angiosperms","Monocot","Graminoid","Graminoid",,"Perennial","Rhizomatous","Rapid","Medium","Intolerant","Mid Summer",4,,,"Ackerfield 2015","CYES","Cyperaceae","Cyperus esculentus","Cyperaceae","Cyperus esculentus","Cyperaceae","Cyperus esculentus","Cyperaceae","Cyperus esculentus",,"Introduced","Introduced","Probably alien","Native","Native",,,"0"
1254,"CYFE2","FQA_SciName","Cyperaceae","Cyperus fendlerianus Boeckeler","Cyperus fendlerianus","Cyperus","fendlerianus"," ","7",7,"Native",,"FAC","FAC","FAC",,,,"NO","Angiosperms","Monocot","Graminoid","Graminoid",,"Perennial",,,,,,,,,"Ackerfield 2015","CYFE2","Cyperaceae","Cyperus fendlerianus","Cyperaceae","Cyperus fendlerianus","Cyperaceae","Mariscus fendlerianus","Cyperaceae","Cyperus fendlerianus",,"Native","Native","Native","Native","Native",,,"7"
1256,"CYLU2","FQA_SciName","Cyperaceae","Cyperus lupulinus (Spreng.) Marcks","Cyperus lupulinus","Cyperus","lupulinus"," ","4",4,"Native",,"FACU","FACU","UPL",,,,"NO","Angiosperms","Monocot","Graminoid","Graminoid",,"Perennial",,,,,,,,,"Ackerfield 2015","CYLU2","Cyperaceae","Cyperus lupulinus","Cyperaceae","Cyperus lupulinus","Cyperaceae","Mariscus filiculmis",,,,"Native","Native","Native","Native","Native",,,"4"
1257,"CYOD","FQA_SciName","Cyperaceae","Cyperus odoratus L.","Cyperus odoratus","Cyperus","odoratus"," ","2",2,"Native",,"FACW","FACW","FACW",,,,"MEDIUM","Angiosperms","Monocot","Graminoid","Graminoid",,"Annual, Perennial","Bunch","Moderate","Low","Intolerant","Late Summer",,,,"Ackerfield 2015","CYOD","Cyperaceae","Cyperus odoratus","Cyperaceae","Cyperus odoratus","Cyperaceae","Cyperus odoratus","Cyperaceae","Cyperus odoratus",,"Native","Introduced","Non-native","Native","Native",,,"0"
1258,"CYSC3","FQA_SciName","Cyperaceae","Cyperus schweinitzii Torr.","Cyperus schweinitzii","Cyperus","schweinitzii"," ","6",6,"Native",,"FAC","FACU","FAC",,,,"NO","Angiosperms","Monocot","Graminoid","Graminoid",,"Perennial",,,,,,,,,"Ackerfield 2015","CYSC3","Cyperaceae","Cyperus schweinitzii","Cyperaceae","Cyperus schweinitzii","Cyperaceae","Mariscus schweinitzii","Cyperaceae","Cyperus schweinitzii",,"Native","Native","Native","Native","Native",,,"6"
1259,"CYSQ","FQA_SciName","Cyperaceae","Cyperus squarrosus L.","Cyperus squarrosus","Cyperus","squarrosus"," ","5",5,"Native",,"OBL","OBL","OBL",,,,"MEDIUM","Angiosperms","Monocot","Graminoid","Graminoid",,"Annual",,,,,,,,,"Ackerfield 2015","CYSQ","Cyperaceae","Cyperus squarrosus","Cyperaceae","Cyperus squarrosus","Cyperaceae","Cyperus aristatus","Cyperaceae","Cyperus squarrosus",,"Native","Native","Native","Native","Native",,,"5"
1261,"CYPRI","FQA_SciName","Orchidaceae","Cypripedium L.","Cypripedium","Cypripedium",,,"9",9,"Native",,,,,,,,,"Angiosperms","Monocot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,"CYFA","FQA_SciName","Orchidaceae","Cypripedium fasciculatum Kellogg ex S. Watson","Cypripedium fasciculatum","Cypripedium","fasciculatum"," ","9",9,"Native",,"FACU",,"FACU","Watch List","G4","S3S4","NO","Angiosperms","Monocot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","CYFA","Orchidaceae","Cypripedium fasciculatum","Orchidaceae","Cypripedium fasciculatum","Cypripediaceae","Cypripedium fasciculatum","Cypripediaceae","Cypripedium fasciculatum",,"Native","Native","Native","Native","Native",,,"9"
1262,"CYPAP3","FQA_SciName","Orchidaceae","Cypripedium parviflorum Salisb. var. pubescens (Willd.) Knight","Cypripedium parviflorum var. pubescens","Cypripedium","parviflorum","var. pubescens","9",9,"Native",,"FACW","FACW","FACW","Yes","G5","S2","NO","Angiosperms","Monocot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","CYPAP3","Orchidaceae","Cypripedium parviflorum var. pubescens","Orchidaceae","Cypripedium parviflorum var. pubescens","Cypripediaceae","Cypripedium calceolus ssp. parviflorum","Cypripediaceae","Cypripedium parviflorum",,"Native","Native","Native","Native","Native",,,"9"
1263,"CYSTO","FQA_SciName","Dryopteridaceae","Cystopteris Bernh.","Cystopteris","Cystopteris",,,,,"Native",,,,,,,,,"Ferns and Fern Allies","Fern","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,"CYFR2","FQA_SciName","Dryopteridaceae","Cystopteris fragilis (L.) Bernh.","Cystopteris fragilis","Cystopteris","fragilis"," ","9",9,"Native",,"FACU","FACU","FACU",,,,"NO","Ferns and Fern Allies","Fern","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","CYFR2","Dryopteridaceae","Cystopteris fragilis","Dryopteridaceae","Cystopteris fragilis","Athyriaceae","Cystopteris fragilis","Athyriaceae","Cystopteris fragilis",,"Native","Native","Native","Native","Native",,,"9"
1265,"CYMO3","FQA_SciName","Dryopteridaceae","Cystopteris montana (Lam.) Bernh. ex Desv.","Cystopteris montana","Cystopteris","montana"," ","10",10,"Native",,"FAC",,"FAC","Yes","G5","S1","NO","Ferns and Fern Allies","Fern","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","CYMO3","Dryopteridaceae","Cystopteris montana","Dryopteridaceae","Cystopteris montana","Athyriaceae","Cystopteris montana","Athyriaceae","Cystopteris montana",,"Native","Native","Native","Native","Native",,,"10"
1266,"CYRE15","FQA_SciName","Dryopteridaceae","Cystopteris reevesiana Lellinger","Cystopteris reevesiana","Cystopteris","reevesiana"," ","9",9,"Native",,,,,,,,"NO","Ferns and Fern Allies","Fern","Forb","Forb/herb",,"Perennial",,,,,,,,,"USDA PLANTS","CYRE15","Dryopteridaceae","Cystopteris reevesiana","Dryopteridaceae",,"Athyriaceae","Cystopteris reevesiana","Athyriaceae","Cystopteris reevesiana",,"Native",,"Native","Native","Native",,,"9"
1267,"CYTE7","FQA_SciName","Dryopteridaceae","Cystopteris tenuis (Michx.) Desv.","Cystopteris tenuis","Cystopteris","tenuis"," ","9",9,"Native",,,,,,,,"NO","Ferns and Fern Allies","Fern","Forb","Forb/herb",,"Perennial",,,,,,,,,"USDA PLANTS","CYTE7","Dryopteridaceae","Cystopteris tenuis","Dryopteridaceae",,"Athyriaceae","Cystopteris tenuis","Athyriaceae","Cystopteris tenuis",,"Native",,"Native","Native","Native",,,"9"
1268,"CYUT2","FQA_SciName","Dryopteridaceae","Cystopteris utahensis Windham & Haufler","Cystopteris utahensis","Cystopteris","utahensis"," ","9",9,"Native",,,,,"Yes","G3?","S1","NO","Ferns and Fern Allies","Fern","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","CYUT2","Dryopteridaceae","Cystopteris utahensis","Dryopteridaceae","Cystopteris utahensis","Athyriaceae","Cystopteris utahensis","Athyriaceae","Cystopteris utahensis",,"Native","Native","Native","Native","Native",,,"9"
1270,"DACTY","FQA_SciName","Poaceae","Dactylis L.","Dactylis","Dactylis",,,"0",0,"Non-native",,,,,,,,,"Angiosperms","Monocot","Graminoid","Graminoid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,"DAGL","FQA_SciName","Poaceae","Dactylis glomerata L.","Dactylis glomerata","Dactylis","glomerata"," ","0",0,"Non-native",,"FACU","FACU","FACU",,,,"NO","Angiosperms","Monocot","Graminoid","Graminoid",,"Perennial","Bunch","Rapid","Medium","Intermediate","Late Spring",3,"Medium/Insignificant",5,"Ackerfield 2015","DAGL","Poaceae","Dactylis glomerata","Poaceae","Dactylis glomerata","Poaceae","Dactylis glomerata","Poaceae","Dactylis glomerata","Dactylis glomerata","Introduced","Introduced","Non-native","Introduced","Exotic",,,"0"
1272,"DACTY2","FQA_SciName","Poaceae","Dactyloctenium Willd.","Dactyloctenium","Dactyloctenium",,,"0",0,"Non-native",,,,,,,,,"Angiosperms","Monocot","Graminoid","Graminoid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,"DAAE","FQA_SciName","Poaceae","Dactyloctenium aegyptium (L.) Willd.","Dactyloctenium aegyptium","Dactyloctenium","aegyptium"," ","0",0,"Non-native",,,,,,,,,"Angiosperms","Monocot","Graminoid","Graminoid",,"Annual",,,,,,,,,"Ackerfield 2015","DAAE","Poaceae","Dactyloctenium aegyptium","Poaceae","Dactyloctenium aegyptium",,,,,,"Introduced","Introduced",,"Introduced","Exotic",,,"0"
1279,"DALEA","FQA_SciName","Fabaceae","Dalea L.","Dalea","Dalea",,,,,"Native",,,,,,,,,"Angiosperms","Dicot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,"DAAU","FQA_SciName","Fabaceae","Dalea aurea Nutt. ex Pursh","Dalea aurea","Dalea","aurea"," ","6",6,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Subshrub, Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","DAAU","Fabaceae","Dalea aurea","Fabaceae","Dalea aurea","Fabaceae","Dalea aurea","Fabaceae","Dalea aurea",,"Native","Native","Native","Native","Native",,,"6"
1274,"DACAO","FQA_SciName","Fabaceae","Dalea candida Michx. ex Willd. var. oligophylla (Torr.) Shinners","Dalea candida var. oligophylla","Dalea","candida","var. oligophylla","7",7,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Subshrub, Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","DACAO","Fabaceae","Dalea candida var. oligophylla","Fabaceae","Dalea candida var. oligophylla","Fabaceae","Dalea candida var. oligophylla","Fabaceae","Dalea candida var. oligophylla",,"Native","Native","Native","Native","Native",,,"7"
1275,"DACY","FQA_SciName","Fabaceae","Dalea cylindriceps Barneby","Dalea cylindriceps","Dalea","cylindriceps"," ","8",8,"Native",,,,,"Yes","G3","S2S3","NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","DACY","Fabaceae","Dalea cylindriceps","Fabaceae","Dalea cylindriceps","Fabaceae","Dalea cylindriceps","Fabaceae","Dalea cylindriceps",,"Native","Native","Native","Native","Native",,,"8"
